battingTeam_x,key_0,balls_x,runs_x,player_out_x,balls_y,runs_y,player_out_y,Winning Batting_Team
Zimbabwe,120,304.4,83,3,291.0,109,0,0
Afghanistan,110,311.1,60,4,297.7,59,4,1
South Africa,348,294.7,50,3,303.9,46,3,1
India,625,291.0,69,2,298.4,62,2,1
Australia,758,295.4,71,5,301.8,69,3,1
India,558,311.6,83,0,303.4,67,4,1
Pakistan,633,306.4,41,5,291.0,53,1,0
Pakistan,112,319.8,57,3,297.4,64,1,0
New Zealand,564,291.0,40,4,303.4,37,3,1
Australia,224,297.4,69,4,301.1,71,1,0
England,547,298.7,70,5,298.7,76,2,0
Ireland,184,291.0,92,4,308.4,123,0,0
Zimbabwe,192,310.5,51,3,294.2,79,0,0
India,431,291.0,68,4,291.0,73,3,0
England,627,291.0,86,4,309.6,70,6,1
Bangladesh,688,300.7,82,1,307.1,57,5,1
South Africa,401,293.4,83,1,177.9,71,0,1
Ireland,131,300.4,81,2,297.7,80,1,1
West Indies,551,292.7,59,2,304.4,61,1,0
Pakistan,351,302.2,74,0,300.7,75,4,0
New Zealand,267,296.7,81,1,291.0,64,3,1
New Zealand,287,291.7,73,3,310.1,90,1,0
Zimbabwe,397,291.0,65,3,300.7,59,2,1
New Zealand,255,300.4,60,4,316.2,83,1,0
West Indies,1,291.0,87,1,297.4,82,2,1
Australia,386,291.0,58,3,295.7,66,3,0
England,430,301.4,96,0,291.0,66,3,1
West Indies,265,292.5,74,0,303.4,57,4,1
Zimbabwe,639,309.1,77,2,308.4,60,5,1
India,464,294.7,76,1,291.0,82,4,0
Pakistan,338,295.7,60,2,291.0,45,3,1
Sri Lanka,122,293.7,65,2,314.2,82,1,0
West Indies,521,297.4,54,4,317.5,74,3,0
South Africa,254,291.7,61,1,307.1,51,4,1
New Zealand,227,309.4,61,4,298.2,59,5,1
Netherlands,729,306.4,62,4,308.4,66,1,0
Netherlands,134,327.2,119,1,291.0,93,1,1
India,743,299.7,83,6,308.6,74,2,1
South Africa,561,148.1,80,1,150.3,81,5,0
Australia,291,296.7,41,4,305.9,99,2,0
Sri Lanka,472,291.7,64,4,309.1,99,3,0
Pakistan,237,294.7,87,1,295.7,94,2,0
Australia,249,291.0,53,2,294.7,60,4,0
New Zealand,275,296.4,83,0,313.1,76,3,1
India,684,313.2,90,0,291.0,94,1,0
Bangladesh,610,296.7,70,2,291.0,71,2,0
Pakistan,166,297.7,79,2,292.7,67,4,1
West Indies,504,311.1,67,3,307.6,90,3,0
Pakistan,740,302.4,81,2,297.7,67,4,1
Sri Lanka,546,291.0,56,3,304.1,52,9,1
South Africa,667,291.0,57,4,316.2,77,1,0
India,234,294.7,39,5,301.1,42,2,0
Pakistan,202,297.9,64,3,308.9,74,2,0
Australia,214,293.7,122,1,297.1,98,4,1
India,257,298.2,63,4,296.4,52,2,1
New Zealand,347,300.7,75,2,291.0,66,3,1
Bangladesh,317,298.4,68,3,291.0,71,1,0
Sri Lanka,36,291.0,72,0,309.1,54,4,1
India,19,321.8,90,1,291.0,58,3,1
India,622,295.7,85,0,300.7,61,4,1
England,206,294.2,67,3,297.4,84,2,0
New Zealand,650,295.7,67,3,318.5,63,5,1
India,238,308.0,79,2,330.31,91,3,0
India,70,291.7,64,3,293.7,71,2,0
South Africa,44,306.1,83,1,303.1,88,4,0
Sri Lanka,96,293.7,47,2,308.1,55,4,0
Sri Lanka,440,291.0,65,3,292.5,53,3,1
Australia,586,294.7,96,1,291.7,79,3,1
West Indies,693,326.3,67,1,305.8,78,3,0
West Indies,543,307.1,32,2,291.0,51,2,0
Sri Lanka,256,310.6,84,3,296.7,75,1,1
England,448,291.0,94,0,335.3,82,3,1
Pakistan,395,291.7,81,2,297.4,75,2,1
New Zealand,478,291.0,76,3,291.0,77,1,0
Bangladesh,163,291.7,57,3,298.4,68,1,0
South Africa,617,291.0,78,1,307.9,79,1,0
India,705,308.8,110,3,306.2,79,3,1
Bangladesh,109,293.7,69,3,303.4,81,2,0
Australia,369,300.4,54,4,306.0,61,4,0
India,273,303.4,67,2,291.0,65,2,1
India,738,318.2,54,6,291.7,48,2,1
Pakistan,178,304.2,76,2,300.4,75,2,1
India,480,291.0,48,3,301.4,83,1,0
New Zealand,320,292.7,84,2,313.6,74,4,1
India,124,291.0,60,3,304.4,71,0,0
Sri Lanka,203,308.1,76,2,300.1,71,4,1
Sri Lanka,41,301.4,77,3,297.7,59,1,1
South Africa,145,296.7,84,1,309.1,76,4,1
India,278,303.9,80,1,291.7,54,6,1
Zimbabwe,38,291.0,84,0,291.0,75,2,1
Afghanistan,12,291.7,56,4,299.7,61,2,0
Australia,388,291.0,95,0,318.9,47,6,1
Zimbabwe,358,303.1,68,4,295.7,77,3,0
Sri Lanka,15,303.2,98,1,316.8,103,2,0
West Indies,572,300.1,45,5,302.2,52,3,0
South Africa,189,295.7,89,3,307.4,88,5,1
Bangladesh,52,291.0,62,6,308.9,77,3,0
New Zealand,675,291.0,63,2,295.7,93,0,0
South Africa,239,297.7,68,4,293.7,53,3,1
New Zealand,723,299.7,101,2,101.4,62,1,1
South Africa,48,294.5,59,3,300.7,75,2,0
India,84,291.7,81,2,305.4,91,4,0
Australia,536,291.7,89,3,299.7,73,5,1
Bangladesh,240,301.4,91,0,303.8,75,5,1
Ireland,441,302.4,77,3,291.0,68,2,1
India,25,307.1,86,1,302.4,93,2,0
Zimbabwe,470,306.4,66,5,299.7,79,1,0
Afghanistan,562,299.1,50,5,308.5,56,1,0
West Indies,722,296.7,67,0,324.2,68,3,0
Sri Lanka,18,302.5,92,1,319.9,102,4,0
Pakistan,103,302.4,68,3,301.4,92,2,0
Ireland,549,291.0,60,1,294.7,84,4,0
Bangladesh,629,320.5,99,1,297.4,97,3,1
Pakistan,321,291.7,53,1,291.0,75,3,0
England,364,302.9,87,3,299.7,107,2,0
South Africa,391,300.2,121,2,308.8,130,1,0
Pakistan,570,291.0,86,1,311.8,46,6,1
Pakistan,377,296.7,48,5,293.7,72,3,0
New Zealand,102,298.4,63,2,291.0,68,4,0
Pakistan,539,308.1,50,3,299.7,49,2,1
England,721,299.7,59,6,291.7,45,5,1
Australia,161,310.8,93,1,296.1,78,4,1
Sri Lanka,732,291.0,64,4,301.4,147,1,0
India,413,338.4,93,2,306.1,73,1,1
Ireland,426,291.0,64,2,291.7,67,2,0
Afghanistan,718,315.1,122,0,301.9,109,0,1
Sri Lanka,208,296.4,86,3,318.2,88,4,0
Australia,251,296.2,47,4,295.7,73,1,0
South Africa,385,291.0,92,2,301.2,103,2,0
Netherlands,438,291.7,44,10,164.0,45,2,0
South Africa,414,291.7,62,3,302.4,97,1,0
Netherlands,250,307.4,61,2,299.2,64,2,0
Sri Lanka,725,298.7,80,2,326.6,68,5,1
Pakistan,232,297.7,51,2,318.3,60,3,0
England,552,291.0,67,3,305.4,54,3,1
New Zealand,94,292.7,63,2,291.0,85,5,0
Sri Lanka,402,291.0,61,1,307.8,55,3,1
Pakistan,194,300.7,61,2,291.0,66,1,0
India,691,190.5,67,5,199.2,61,6,1
Australia,299,296.4,110,1,303.4,93,4,1
West Indies,71,304.4,53,3,315.9,105,4,0
Zimbabwe,559,291.0,77,3,302.4,85,2,0
Australia,455,299.4,88,4,304.5,87,1,1
Sri Lanka,72,322.1,76,2,298.4,57,3,1
India,148,299.1,67,2,291.0,57,1,1
New Zealand,585,300.4,51,6,292.7,65,2,0
South Africa,167,305.9,68,3,296.7,59,3,1
Ireland,626,291.0,85,2,291.0,93,1,0
New Zealand,7,297.4,79,1,298.4,105,2,0
Netherlands,152,291.7,82,3,314.1,82,2,1
West Indies,646,291.0,92,2,324.6,69,3,1
Sri Lanka,193,299.4,94,0,298.5,65,4,1
Australia,712,327.8,99,2,293.7,59,7,1
South Africa,621,308.8,85,0,327.2,92,3,0
South Africa,659,300.7,75,3,295.4,59,3,1
England,429,302.4,67,3,293.7,60,4,1
Pakistan,479,291.0,65,4,291.0,91,1,0
Sri Lanka,692,295.4,74,1,297.7,72,3,1
South Africa,370,291.0,82,1,306.4,62,6,1
Bangladesh,537,306.9,101,2,299.4,72,5,1
Afghanistan,680,302.4,57,2,302.4,68,4,0
India,591,291.0,60,2,300.4,77,2,0
New Zealand,420,291.0,60,4,310.2,44,6,1
Pakistan,212,308.1,73,2,300.2,62,2,1
South Africa,576,291.7,65,2,300.7,58,3,1
Sri Lanka,266,294.2,91,0,316.6,79,5,1
Bangladesh,39,301.1,65,4,296.7,61,3,1
South Africa,9,292.7,61,1,297.4,101,1,0
India,510,291.0,65,3,299.4,74,2,0
Pakistan,160,305.4,73,2,291.0,45,4,1
England,218,291.0,77,1,298.1,103,1,0
Afghanistan,672,295.7,43,3,307.8,67,2,0
Australia,315,294.7,79,2,294.4,66,4,1
England,748,309.1,84,3,80.8,52,1,1
Afghanistan,342,294.7,73,4,301.1,58,3,1
England,269,298.4,89,3,291.0,77,3,1
New Zealand,47,291.0,85,1,314.6,87,2,0
South Africa,306,306.1,84,2,297.4,92,1,0
Ireland,40,291.0,46,4,306.2,91,1,0
New Zealand,399,305.4,80,2,297.7,90,1,0
Bangladesh,373,291.0,57,3,298.7,59,2,0
West Indies,311,302.4,61,2,294.4,35,4,1
Afghanistan,696,302.9,64,2,305.2,60,4,1
England,525,309.5,93,0,315.8,53,4,1
Pakistan,574,298.7,71,3,302.4,66,2,1
West Indies,313,293.7,66,2,311.6,84,0,0
England,645,316.8,83,2,306.4,94,2,0
Sri Lanka,147,294.5,72,4,308.5,63,1,1
Ireland,168,319.9,89,0,298.4,53,5,1
Australia,355,300.4,79,2,303.4,67,4,1
England,282,304.4,73,3,307.6,70,2,1
India,74,312.6,75,2,293.7,76,2,0
South Africa,728,321.2,126,5,291.0,107,6,1
South Africa,264,296.7,85,2,338.8,99,3,0
Australia,409,292.5,117,2,305.1,70,5,1
India,497,296.7,84,1,300.7,57,4,1
South Africa,683,291.0,73,1,306.2,57,2,1
South Africa,247,292.7,58,5,312.2,56,5,1
Australia,344,302.5,74,2,300.7,96,0,0
New Zealand,489,293.7,70,3,301.2,59,3,1
Netherlands,100,311.1,62,2,291.7,65,2,0
Ireland,211,298.7,71,2,291.0,132,3,0
