battingTeam_x,key_0,balls_x,runs_x,player_out_x,balls_y,runs_y,player_out_y,Winning Batting_Team
Australia,476,1179.6,200,4,1100.4,181,9,1
Sri Lanka,147,1176.8,144,6,1116.2,121,6,1
England,627,1099.7,174,8,1122.3,152,9,1
New Zealand,701,1154.8,112,6,1021.8,79,10,1
South Africa,182,1114.9,139,9,1053.9,139,10,1
Bangladesh,755,1124.9,159,4,1120.3,172,5,0
Sri Lanka,142,1086.5,112,8,640.8,121,0,0
England,681,1137.9,126,8,1092.7,121,7,1
West Indies,294,1132.0,105,7,909.7,115,4,0
New Zealand,585,1001.5,86,10,435.0,87,2,0
Afghanistan,604,1193.1,186,3,1107.4,146,7,1
Australia,161,1121.5,184,5,1014.7,146,10,1
Sri Lanka,664,1085.0,153,7,1127.8,155,5,0
South Africa,370,1147.9,171,3,1134.8,155,9,1
England,49,1117.1,130,7,1012.0,148,5,0
Pakistan,3,1168.9,162,3,1118.5,177,5,0
Pakistan,465,1177.3,167,3,1128.8,161,4,1
Bangladesh,301,1082.3,129,10,346.2,130,2,0
Zimbabwe,32,1094.7,179,5,1138.8,193,5,0
West Indies,322,1121.4,142,5,1164.3,151,7,0
England,360,1120.1,149,5,214.2,82,5,1
Zimbabwe,486,1097.1,106,8,693.4,112,4,0
Australia,511,1133.2,166,7,1113.8,137,8,1
South Africa,638,1096.3,165,5,1115.4,169,2,0
West Indies,521,1091.4,116,6,1111.5,113,8,1
India,530,990.0,92,10,878.9,96,4,0
India,619,1128.6,173,6,1093.1,194,1,0
Australia,577,1096.4,179,7,996.1,130,10,1
West Indies,353,1085.7,166,3,1085.0,137,9,1
New Zealand,420,1118.4,121,5,1104.2,74,9,1
Pakistan,403,1126.1,129,7,1094.4,115,9,1
Bangladesh,302,1104.4,122,6,1126.8,104,9,1
West Indies,693,1243.3,198,2,1047.6,153,9,1
Sri Lanka,97,1199.6,181,3,1178.2,158,8,1
Pakistan,532,1085.0,118,6,1145.9,131,5,0
New Zealand,412,1101.7,115,8,805.2,119,4,0
Sri Lanka,542,1085.7,128,4,1086.7,127,7,1
India,492,1111.2,173,3,1144.6,183,3,0
New Zealand,478,1085.0,166,6,1126.2,171,5,0
Zimbabwe,120,1166.3,168,5,1085.0,169,4,0
Pakistan,741,1089.4,143,4,1085.0,142,7,1
Bangladesh,724,1111.1,145,5,1037.5,157,7,0
West Indies,346,1105.1,155,6,996.3,165,4,0
West Indies,462,1142.0,190,9,888.3,140,10,1
Pakistan,579,1099.7,124,8,1092.4,123,7,1
West Indies,698,1097.7,99,5,683.0,108,2,0
Sri Lanka,472,1153.6,124,8,956.3,130,6,0
Sri Lanka,139,1108.4,139,5,750.7,83,10,1
Sri Lanka,200,1181.5,174,4,1137.8,184,4,0
England,187,1151.5,144,5,1101.9,136,5,1
Australia,455,1143.5,169,7,1098.5,167,4,1
Afghanistan,677,1164.2,211,7,1125.2,205,9,1
West Indies,1,1114.4,178,6,1091.4,158,8,1
India,428,1107.2,191,3,1112.6,142,8,1
India,10,1107.8,127,7,871.9,140,1,0
Sri Lanka,367,1118.8,119,9,714.5,60,9,1
Sri Lanka,505,1087.0,117,10,525.8,118,1,0
New Zealand,582,1085.0,172,4,1144.5,172,7,1
South Africa,401,1087.4,197,3,177.9,71,0,1
Netherlands,751,321.6,39,10,79.6,40,1,0
India,225,1191.8,187,6,1101.4,125,9,1
South Africa,108,1098.4,174,2,1136.7,176,7,0
New Zealand,517,1139.3,189,2,1103.7,154,6,1
India,336,1121.2,153,5,758.3,98,4,1
Sri Lanka,700,1142.2,148,6,897.5,155,3,0
England,547,1119.1,119,7,654.6,131,2,0
Netherlands,236,1148.3,185,5,1109.9,141,9,1
Australia,519,1108.4,222,0,1145.3,123,9,1
India,155,1096.7,128,5,1093.7,143,5,0
Afghanistan,231,1102.4,150,7,663.2,79,10,1
Bangladesh,688,1094.7,179,5,1101.1,112,8,1
Australia,215,1162.0,175,4,1109.8,164,6,1
England,24,1105.4,185,6,1099.7,137,8,1
Sri Lanka,423,1103.4,158,6,1022.8,101,10,1
England,430,1113.1,141,6,1119.4,151,6,0
Pakistan,112,1113.8,154,5,1133.5,131,5,1
South Africa,703,1133.5,145,5,1114.4,131,6,1
England,177,1138.8,142,4,1074.3,149,6,0
Netherlands,310,1110.1,161,5,1043.9,169,4,0
Australia,344,1134.9,135,6,716.8,143,3,0
Australia,369,1109.1,133,6,1056.5,114,10,1
New Zealand,255,1190.9,154,6,1101.9,162,3,0
Afghanistan,623,1118.4,133,8,1106.2,133,4,1
West Indies,144,1117.1,109,8,1116.4,115,4,0
New Zealand,303,1134.6,130,8,1067.7,147,4,0
India,25,1172.9,190,5,1128.8,191,3,0
Australia,671,1107.2,159,5,803.8,87,10,1
Australia,226,1178.5,179,5,738.1,96,10,1
New Zealand,500,1005.5,187,3,842.8,154,10,1
New Zealand,489,1099.4,175,5,1159.1,105,8,1
Pakistan,232,977.2,118,5,776.0,119,4,0
New Zealand,68,1036.8,99,10,514.8,100,4,0
Pakistan,421,1074.0,89,10,580.8,90,4,0
Australia,381,1089.7,138,7,1115.8,132,6,1
England,748,1146.2,161,6,80.8,52,1,1
New Zealand,213,1203.7,172,6,1151.6,162,7,1
Sri Lanka,27,1142.9,158,8,1113.6,156,5,1
Ireland,434,1146.5,177,5,1112.5,183,4,0
England,173,1111.4,193,6,1135.1,190,5,1
South Africa,382,1108.4,154,5,1124.1,163,5,0
West Indies,733,1112.8,162,7,1160.0,166,5,0
India,480,1115.4,101,7,665.5,111,2,0
Pakistan,237,1149.5,189,3,1118.1,199,5,0
West Indies,230,1093.4,103,5,832.3,88,10,1
South Africa,26,1093.2,231,5,1120.1,150,7,1
Pakistan,611,1104.0,172,1,1123.8,155,6,1
Afghanistan,600,1144.6,177,5,911.4,148,10,1
Pakistan,363,1138.9,170,4,960.3,108,9,1
England,191,1151.9,162,3,1129.0,157,8,1
West Indies,756,499.0,71,10,328.3,72,2,0
Bangladesh,185,1104.4,119,8,1012.3,138,4,0
New Zealand,522,1154.3,143,8,1130.0,158,4,0
India,123,1103.1,174,7,1111.4,164,7,1
Pakistan,212,1140.3,144,5,1105.9,142,4,1
New Zealand,22,1137.5,130,7,1092.4,140,3,0
New Zealand,424,1085.0,136,5,938.9,143,2,0
West Indies,707,1096.7,165,5,1128.1,161,3,1
India,641,1115.1,165,8,1110.1,157,4,1
Sri Lanka,440,1085.0,146,5,574.0,80,4,1
Ireland,58,958.2,112,8,745.9,113,2,0
New Zealand,744,1097.7,136,6,731.2,70,10,1
Netherlands,739,1122.5,139,9,1152.4,135,8,1
England,364,1126.3,186,6,527.4,127,3,1
Bangladesh,176,1046.5,84,10,550.0,86,4,0
West Indies,655,1129.3,159,8,1114.5,143,7,1
New Zealand,47,1135.1,200,6,1159.7,205,7,0
England,325,1109.1,133,9,646.9,136,2,0
Australia,697,1049.2,127,10,1090.4,118,9,1
Bangladesh,127,1114.2,120,7,623.1,126,2,0
India,60,916.5,74,10,386.7,75,1,0
South Africa,56,1096.4,179,5,664.3,107,10,1
Australia,355,1123.8,173,6,898.4,111,10,1
Netherlands,134,1121.2,172,8,1101.7,172,7,1
Pakistan,479,1085.0,146,6,1114.4,160,1,0
Zimbabwe,702,1127.2,119,6,552.7,127,0,0
Australia,569,1089.7,180,4,1053.5,132,10,1
Australia,583,1144.0,153,7,820.0,172,3,0
Sri Lanka,46,1094.5,199,4,1127.5,173,8,1
Sri Lanka,488,1134.81,142,5,1100.4,122,7,1
Pakistan,160,1144.6,154,3,1212.9,136,8,1
Pakistan,179,1103.7,120,4,872.5,129,5,0
Sri Lanka,556,1131.5,188,4,1149.0,166,5,1
Ireland,162,1094.7,118,6,1119.2,132,5,0
Pakistan,594,1100.4,221,5,1138.6,201,9,1
Pakistan,740,1125.8,177,6,1108.4,139,7,1
Australia,758,1124.8,150,7,1166.6,164,6,0
New Zealand,244,1128.5,125,7,1106.2,124,6,1
Sri Lanka,41,1127.8,120,8,975.2,122,2,0
Sri Lanka,372,1170.9,204,2,1176.8,186,9,1
Pakistan,651,1085.0,143,5,1074.9,151,3,0
New Zealand,267,1090.7,168,7,1084.6,140,10,1
New Zealand,650,1135.9,168,5,961.2,131,10,1
India,533,1108.6,161,4,1094.0,175,5,0
Pakistan,107,1156.4,147,9,1123.5,129,9,1
Australia,416,1115.8,151,7,1149.0,160,4,0
Zimbabwe,358,1144.2,107,9,676.9,121,5,0
Ireland,184,1108.4,138,10,370.5,140,1,0
New Zealand,261,1143.9,189,6,814.5,101,10,1
Afghanistan,283,1189.2,208,5,1000.1,134,10,1
Sri Lanka,620,1093.2,161,5,935.1,101,10,1
Pakistan,149,1116.9,186,5,556.4,60,9,1
India,169,1110.1,184,6,760.8,123,10,1
West Indies,518,1144.0,139,9,1106.4,127,6,1
India,207,1122.8,140,6,1056.9,156,3,0
South Africa,50,1106.4,123,7,1135.7,115,4,1
India,584,1102.7,162,5,1085.0,177,4,0
Sri Lanka,15,1122.7,199,4,1142.3,208,5,0
Pakistan,377,1124.2,148,8,1084.4,156,5,0
Sri Lanka,692,1139.5,163,6,1105.4,146,8,1
India,743,1121.1,152,7,1079.6,166,3,0
India,257,1155.1,145,6,1106.1,130,5,1
Pakistan,228,1138.5,185,6,462.4,100,10,1
Pakistan,596,1132.3,154,9,1120.1,145,9,1
England,520,1113.6,169,6,639.1,79,10,1
Pakistan,387,1158.43,137,8,582.1,141,4,0
Australia,368,1129.5,187,3,1024.1,114,10,1
West Indies,99,1093.7,131,8,891.8,68,10,1
England,276,1116.1,180,8,1102.7,135,6,1
Pakistan,410,1132.8,182,4,1120.8,175,8,1
South Africa,708,1085.7,98,7,485.0,102,3,0
South Africa,189,593.8,118,7,591.8,109,8,1
Sri Lanka,380,1116.1,101,9,326.4,102,0,0
South Africa,720,1119.1,144,4,1065.7,96,10,1
Afghanistan,339,1103.7,149,5,1111.9,126,9,1
Sri Lanka,636,1137.8,152,9,937.1,153,4,0
India,456,1105.4,165,5,1118.4,144,9,1
West Indies,383,1111.8,194,5,1144.7,209,4,0
South Africa,239,1121.1,112,9,1105.4,107,7,1
South Africa,242,1107.1,129,9,1007.5,134,5,0
Bangladesh,719,1131.9,130,5,1113.1,139,5,0
West Indies,313,1119.1,123,9,749.5,128,0,0
Sri Lanka,219,1027.1,102,10,896.4,103,3,0
South Africa,450,1142.3,156,2,996.3,164,4,0
England,29,1105.6,156,5,1108.4,157,6,0
Afghanistan,118,1094.1,118,8,1114.1,132,6,0
Ireland,626,1103.7,153,4,1026.7,171,4,0
West Indies,606,1155.3,113,8,629.5,116,1,0
India,235,1164.6,114,8,723.2,122,2,0
Sri Lanka,408,1155.0,167,7,72.2,29,1,1
New Zealand,661,1086.7,178,4,1095.2,160,5,1
New Zealand,675,1085.0,130,6,474.9,143,0,0
Ireland,415,1080.6,147,9,12.3,16,1,1
Afghanistan,92,1130.5,175,6,362.5,93,9,1
Pakistan,538,1146.1,167,4,1101.7,143,7,1
India,148,1121.5,171,4,1102.7,164,4,1
Afghanistan,439,1139.3,173,7,1143.1,168,5,1
Pakistan,570,1114.5,164,6,758.8,80,10,1
Afghanistan,696,1122.3,142,5,1099.2,137,5,1
Bangladesh,365,1129.5,114,6,548.3,62,10,1
Netherlands,100,1105.1,143,4,1085.3,152,4,0
South Africa,167,1135.3,146,7,1103.4,128,7,1
New Zealand,501,595.3,74,7,10.2,6,0,1
India,19,1164.9,157,4,1085.0,157,4,1
Netherlands,614,1114.1,104,7,688.7,107,3,0
West Indies,572,1111.8,95,8,924.7,98,6,0
West Indies,747,1122.8,163,5,1043.2,116,10,1
Sri Lanka,203,1146.2,178,3,1125.6,147,8,1
Zimbabwe,665,1127.8,142,5,1041.0,153,3,0
Bangladesh,39,1265.6,138,7,976.2,143,4,0
South Africa,48,1116.9,117,7,671.2,129,4,0
New Zealand,275,1090.4,167,3,1107.1,145,7,1
South Africa,348,1105.4,111,5,1121.3,95,9,1
New Zealand,115,1085.0,118,7,914.0,127,1,0
Afghanistan,12,1111.1,124,7,999.3,125,2,0
India,684,1148.3,208,3,1151.8,184,5,1
India,431,1096.7,144,5,1100.7,145,8,0
Sri Lanka,592,1125.1,162,6,1108.4,156,5,1
Ireland,327,1089.7,161,6,680.6,133,5,1
Sri Lanka,725,1140.9,169,6,1125.9,147,10,1
Zimbabwe,581,1068.6,152,10,1139.2,153,2,0
South Africa,617,1085.0,133,5,1082.8,151,3,0
Pakistan,589,1111.4,198,3,1099.7,123,9,1
South Africa,204,1115.4,116,6,1115.9,108,6,1
Zimbabwe,563,1112.8,130,5,1034.5,144,3,0
