battingTeam_x,key_0,balls_x,runs_x,player_out_x,balls_y,runs_y,player_out_y,Winning Batting_Team
Pakistan,490,115.3,43,2,104.3,29,3,1
New Zealand,53,106.3,49,3,112.5,48,3,1
Netherlands,87,103.3,27,2,113.7,52,1,0
Zimbabwe,417,110.0,62,1,108.3,44,4,1
Afghanistan,437,113.4,49,4,102.6,38,1,1
New Zealand,198,102.6,58,2,105.3,35,1,1
Pakistan,149,104.3,56,1,110.7,24,4,1
New Zealand,290,108.3,55,2,110.0,56,1,0
Sri Lanka,474,102.6,43,2,106.8,49,2,0
West Indies,605,114.7,39,1,108.3,26,2,1
Pakistan,596,115.8,50,1,107.3,47,3,1
Bangladesh,240,106.3,59,0,115.4,38,3,1
Zimbabwe,665,104.3,39,2,109.8,53,0,0
West Indies,682,102.6,30,1,102.6,19,2,1
Ireland,58,105.0,28,3,102.6,45,0,0
Afghanistan,14,108.0,25,3,102.6,32,1,0
England,525,121.1,48,0,103.3,39,3,1
Australia,511,102.6,58,0,112.7,40,4,1
Pakistan,465,102.6,30,1,106.3,53,0,0
West Indies,217,115.1,60,5,112.7,62,3,0
New Zealand,287,103.3,62,1,104.3,53,1,1
South Africa,535,103.3,51,2,106.1,48,0,1
South Africa,341,102.6,48,2,109.0,48,1,1
South Africa,560,102.6,57,1,110.0,34,3,1
India,743,102.6,56,3,112.5,54,1,1
West Indies,504,105.3,43,3,119.2,62,2,0
Australia,734,111.8,58,2,112.1,40,3,1
Pakistan,740,114.0,51,1,102.6,44,2,1
Pakistan,594,105.3,49,0,104.3,69,3,0
Bangladesh,459,108.8,32,2,102.6,52,0,0
South Africa,617,102.6,39,1,109.8,47,1,0
Pakistan,539,104.3,19,3,102.6,32,2,0
Pakistan,387,107.3,35,2,102.6,58,2,0
India,464,106.3,54,0,102.6,55,2,0
Bangladesh,755,108.1,41,1,112.0,54,1,0
India,359,108.0,34,2,102.6,42,1,0
England,487,102.6,40,1,102.6,40,3,1
Pakistan,453,102.6,33,1,105.3,28,2,1
West Indies,243,103.3,29,2,102.6,29,2,1
Sri Lanka,96,105.3,26,2,110.0,31,3,0
Netherlands,88,105.3,47,1,104.3,26,3,1
Australia,726,102.6,55,1,117.9,49,3,1
West Indies,265,104.1,36,0,106.3,29,3,1
Pakistan,130,106.7,42,2,107.0,36,1,1
Ireland,40,102.6,29,3,117.8,53,0,0
Australia,577,106.3,69,1,110.8,44,3,1
West Indies,669,105.0,38,1,112.8,52,1,0
South Africa,108,105.3,40,1,112.1,59,2,0
West Indies,462,107.7,88,1,128.5,70,4,1
West Indies,307,104.3,62,1,104.1,54,2,1
Sri Lanka,440,102.6,48,2,104.1,30,2,1
Pakistan,574,102.6,45,2,104.3,51,0,0
South Africa,56,106.3,56,1,108.3,34,2,1
Zimbabwe,702,102.6,34,2,109.7,43,0,0
Pakistan,570,102.6,64,0,113.7,17,5,1
India,641,103.3,49,1,120.0,58,1,0
Pakistan,651,102.6,32,2,102.6,48,2,0
South Africa,742,106.3,34,3,113.7,38,1,0
Bangladesh,688,102.6,42,1,109.0,41,2,1
Australia,386,102.6,31,1,107.3,45,0,0
Pakistan,392,109.0,47,0,102.6,38,3,1
Ireland,131,105.3,49,1,102.6,60,1,0
West Indies,353,103.3,56,0,102.6,36,2,1
India,738,115.4,40,3,103.3,28,2,1
Pakistan,597,104.3,33,3,122.5,49,3,0
Australia,697,102.6,50,1,108.0,44,3,1
South Africa,221,107.3,35,2,102.6,78,0,0
New Zealand,723,102.6,66,0,101.4,62,1,1
South Africa,580,105.3,36,2,102.6,45,1,0
Ireland,434,117.2,62,2,113.4,45,1,1
South Africa,616,102.6,48,1,123.7,58,1,0
India,273,108.3,46,1,102.6,36,2,1
South Africa,350,111.0,16,6,102.6,41,5,0
New Zealand,174,108.8,63,2,102.6,55,0,1
Pakistan,647,108.3,55,1,107.0,45,2,1
New Zealand,227,112.3,41,1,109.8,35,3,1
Netherlands,57,105.3,34,3,102.6,43,0,0
New Zealand,267,108.3,40,1,102.6,44,2,0
New Zealand,28,102.6,88,1,114.5,90,3,0
Bangladesh,185,104.3,42,2,106.1,47,1,0
Pakistan,673,102.6,33,1,107.3,24,3,1
Bangladesh,61,102.6,39,2,103.3,49,0,0
South Africa,9,104.3,44,0,109.0,70,1,0
Pakistan,268,106.3,51,1,111.7,47,0,1
India,567,102.6,22,3,102.6,50,0,0
Zimbabwe,590,104.3,48,1,113.0,49,1,0
Australia,226,113.7,75,0,108.1,50,2,1
India,117,102.6,50,1,109.0,47,0,1
Sri Lanka,692,107.0,44,1,102.6,36,3,1
West Indies,663,102.6,20,2,115.3,55,1,0
Sri Lanka,527,107.3,52,2,108.8,49,0,1
India,609,106.3,53,1,107.3,41,3,1
Bangladesh,361,102.6,71,2,112.1,32,3,1
South Africa,335,102.6,54,1,102.6,45,2,1
England,43,102.6,25,3,102.6,28,1,0
West Indies,216,106.0,52,1,104.3,28,3,1
Sri Lanka,542,103.3,36,1,104.3,40,1,0
South Africa,502,102.6,29,3,105.0,28,2,1
Ireland,168,117.1,57,0,103.3,32,4,1
West Indies,606,104.3,25,5,108.0,38,1,0
India,717,105.3,42,1,102.6,53,0,0
India,757,102.6,45,3,107.3,50,2,0
Bangladesh,109,105.3,44,2,105.3,47,2,0
South Africa,137,107.3,48,3,104.3,38,4,1
Sri Lanka,620,110.8,64,0,106.3,30,3,1
New Zealand,582,102.6,62,0,108.3,56,4,1
New Zealand,656,102.6,52,1,103.3,42,2,1
Sri Lanka,356,104.3,59,1,130.8,57,2,1
South Africa,637,104.3,36,1,117.0,29,1,1
England,126,102.6,39,4,102.6,25,6,1
Sri Lanka,97,109.0,48,1,106.3,52,3,0
Sri Lanka,488,118.31,65,0,108.3,36,3,1
India,727,105.3,59,0,104.3,43,1,1
Pakistan,237,106.3,51,0,107.3,65,0,0
Netherlands,751,102.6,15,4,79.6,40,1,0
Australia,583,106.7,35,3,117.4,83,0,0
South Africa,683,102.6,47,0,104.3,34,1,1
India,428,107.3,46,0,113.5,33,2,1
West Indies,322,102.6,41,3,108.8,61,3,0
Australia,670,108.0,60,1,107.3,45,5,1
South Africa,306,108.0,45,1,109.0,51,1,0
New Zealand,469,105.3,66,0,107.0,57,1,1
Afghanistan,496,109.7,45,1,108.3,35,1,1
Bangladesh,485,108.3,46,1,102.6,45,0,1
Pakistan,63,115.8,32,3,108.3,40,2,0
Sri Lanka,219,102.6,40,2,105.3,21,2,1
England,498,102.6,52,1,111.0,22,5,1
India,695,103.3,50,0,102.6,62,0,0
England,173,102.6,55,1,102.6,69,0,0
India,754,102.6,24,3,107.3,57,1,0
Bangladesh,262,104.3,42,2,108.3,38,1,1
Sri Lanka,436,102.6,27,3,102.6,53,1,0
Australia,86,108.3,47,0,109.8,62,1,0
South Africa,746,108.0,62,0,109.8,57,1,1
Pakistan,461,108.3,25,2,111.8,25,3,1
Zimbabwe,603,102.6,56,1,107.3,61,0,0
West Indies,383,108.0,66,2,110.1,50,1,1
New Zealand,398,106.3,39,2,103.3,42,1,0
Pakistan,421,102.6,23,4,108.0,35,2,0
New Zealand,675,102.6,30,1,107.3,60,0,0
Pakistan,166,102.6,35,1,104.3,40,3,0
Netherlands,310,103.3,54,1,106.3,52,1,1
Ireland,745,102.6,37,1,120.7,36,2,1
Pakistan,406,111.0,33,3,107.3,37,2,0
New Zealand,489,105.3,55,1,112.8,39,2,1
India,625,102.6,35,1,103.3,45,1,0
South Africa,26,110.8,69,0,104.3,43,1,1
Bangladesh,588,105.3,33,4,112.0,67,2,0
West Indies,722,108.3,31,0,120.3,33,2,0
New Zealand,85,106.0,29,3,107.3,43,2,0
West Indies,543,110.0,14,2,102.6,30,1,0
South Africa,621,110.7,52,0,112.7,62,1,0
Australia,491,110.1,59,1,105.3,37,2,1
South Africa,720,106.3,37,2,103.3,37,2,1
Pakistan,178,115.8,44,1,105.3,45,1,0
England,276,107.3,59,3,102.6,57,0,1
Australia,662,102.6,42,0,104.3,21,5,1
Bangladesh,17,106.3,55,2,108.3,34,3,1
New Zealand,263,110.7,33,4,110.0,61,3,0
New Zealand,116,125.4,52,1,102.6,58,1,0
Zimbabwe,312,112.7,54,1,112.0,26,1,1
West Indies,698,102.6,26,3,109.0,40,2,0
Pakistan,685,102.6,23,3,108.7,60,1,0
Bangladesh,352,113.7,30,1,104.3,49,3,0
Pakistan,509,105.3,36,2,102.6,57,2,0
India,584,102.6,69,0,102.6,51,1,1
England,529,102.6,32,3,36.6,14,1,1
Sri Lanka,13,112.1,31,2,102.6,37,2,0
Australia,215,111.0,51,1,110.7,55,1,0
New Zealand,522,107.3,50,0,116.2,31,2,1
Australia,354,104.3,58,1,117.4,68,1,0
Afghanistan,118,111.7,37,3,102.6,47,0,0
Netherlands,438,103.3,37,6,105.3,39,2,0
Pakistan,112,123.7,37,2,109.0,42,0,0
South Africa,20,102.6,41,3,102.6,51,0,0
Australia,689,120.5,45,1,108.3,49,2,0
South Africa,44,108.0,48,1,108.0,53,3,0
Ireland,211,102.6,48,1,102.6,91,1,0
Sri Lanka,175,102.6,42,3,102.6,33,1,1
West Indies,704,102.6,31,4,108.3,39,3,0
India,235,102.6,38,4,103.3,34,2,1
Pakistan,611,106.1,37,1,114.0,44,0,0
Sri Lanka,512,102.6,44,0,104.3,50,1,0
England,64,120.2,49,1,120.3,55,1,0
Australia,519,107.3,75,0,112.5,63,2,1
Pakistan,272,107.3,34,1,102.6,38,0,0
Australia,161,112.7,62,0,107.7,60,1,1
Pakistan,293,102.6,57,0,110.8,49,3,1
England,188,102.6,30,3,107.3,58,1,0
West Indies,93,104.3,31,3,112.7,35,3,0
New Zealand,730,122.2,68,0,107.0,65,1,1
India,558,116.5,49,0,106.3,39,2,1
Bangladesh,16,102.6,42,4,102.6,31,2,1
New Zealand,324,108.1,53,1,102.6,49,3,1
England,83,102.6,60,1,102.6,73,2,0
Afghanistan,481,111.7,36,1,102.6,41,1,0
Pakistan,151,107.3,50,1,102.6,36,2,1
Zimbabwe,340,107.3,47,0,113.0,54,1,0
England,644,111.7,33,1,106.3,61,1,0
New Zealand,399,108.3,38,2,102.6,60,0,0
India,124,102.6,36,3,108.3,43,0,0
